,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,2pointer_MADE,2pointer_ATTEMPTS,3pointer_MADE,3pointer_ATTEMPTS,FreeThrow_MADE,FreeThrow_ATTEMPTS,OFFENSIVE_REBOUNDS,DEFENSIVE_REBOUNDS,REBOUNDS_TOTAL,ASSISTS,STEALS,BLOCKS,TURNOVERS,PERSONAL_FOULS,POINTS,SEASON,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
4370,John Lucas III,1610612761,TOR,Toronto,101249,129.0,334.0,57.0,151.0,18.0,25.0,8.0,57.0,65.0,105.0,23.0,1.0,26.0,50.0,333.0,2012,1982-11-21,39.0,Oklahoma State,USA,71.0,166.0,7.0,2005.0,2016.0,0.0,0.0,0.0
4371,John Salmons,1610612758,SAC,Sacramento,2422,244.0,612.0,99.0,267.0,85.0,110.0,33.0,174.0,207.0,226.0,51.0,25.0,85.0,143.0,672.0,2012,1979-12-12,42.0,Miami,USA,78.0,210.0,12.0,2002.0,2014.0,2002.0,1.0,26.0
4372,John Wall,1610612764,WAS,Washington,202322,324.0,735.0,12.0,45.0,246.0,306.0,35.0,161.0,196.0,373.0,65.0,37.0,157.0,117.0,906.0,2012,1990-09-06,31.0,Kentucky,USA,75.0,210.0,9.0,2010.0,2020.0,2010.0,1.0,1.0
4373,Jon Leuer,1610612739,CLE,Cleveland,202720,25.0,52.0,0.0,3.0,6.0,13.0,13.0,24.0,37.0,8.0,6.0,0.0,8.0,21.0,56.0,2012,1989-05-14,33.0,Wisconsin,USA,82.0,228.0,8.0,2011.0,2018.0,2011.0,2.0,40.0
4374,Jonas Jerebko,1610612765,DET,Detroit,201973,142.0,316.0,25.0,83.0,68.0,88.0,68.0,117.0,185.0,43.0,38.0,8.0,42.0,90.0,377.0,2012,1987-03-02,35.0,No School,Sweden,82.0,231.0,9.0,2009.0,2018.0,2009.0,2.0,39.0
4375,Jonas Valanciunas,1610612761,TOR,Toronto,202685,204.0,366.0,0.0,0.0,146.0,185.0,121.0,251.0,372.0,45.0,17.0,78.0,94.0,188.0,554.0,2012,1992-05-06,30.0,Lietuvos rytas Vilnius,Lithuania,83.0,265.0,8.0,2012.0,2020.0,2011.0,1.0,5.0
4376,Jordan Crawford,1610612764,WAS,Washington,202348,301.0,725.0,83.0,246.0,129.0,159.0,44.0,165.0,209.0,225.0,39.0,7.0,141.0,106.0,814.0,2012,1988-10-23,33.0,Xavier,USA,77.0,195.0,5.0,2010.0,2017.0,2010.0,1.0,27.0
4377,Jordan Hamilton,1610612743,DEN,Denver,202706,84.0,201.0,27.0,73.0,13.0,26.0,32.0,63.0,95.0,23.0,15.0,8.0,19.0,24.0,208.0,2012,1990-10-06,31.0,Texas,USA,79.0,220.0,5.0,2011.0,2015.0,2011.0,1.0,26.0
4378,Jordan Hill,1610612747,LAL,Los Angeles,201941,77.0,155.0,0.0,2.0,40.0,61.0,82.0,84.0,166.0,13.0,8.0,19.0,26.0,55.0,194.0,2012,1987-07-27,34.0,Arizona,USA,82.0,240.0,8.0,2009.0,2016.0,2009.0,1.0,8.0
4379,Jose Calderon,1610612761,TOR,Toronto,101181,312.0,635.0,130.0,282.0,72.0,80.0,20.0,156.0,176.0,518.0,58.0,8.0,126.0,99.0,826.0,2012,1981-09-28,40.0, ,Spain,75.0,200.0,14.0,2005.0,2018.0,0.0,0.0,0.0
4380,Josh Akognon,1610612742,DAL,Dallas,203006,2.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,2012,1986-02-10,36.0,California State-Fullerton,USA,71.0,185.0,1.0,2012.0,2012.0,0.0,0.0,0.0
4381,Josh Childress,1610612751,BKN,Brooklyn,2735,6.0,21.0,1.0,3.0,1.0,2.0,6.0,9.0,15.0,5.0,2.0,2.0,0.0,3.0,14.0,2012,1983-06-20,38.0,Stanford,USA,80.0,210.0,9.0,2004.0,2013.0,2004.0,1.0,6.0
4382,Josh Harrellson,1610612748,MIA,Miami,202725,4.0,9.0,1.0,5.0,1.0,2.0,3.0,4.0,7.0,0.0,1.0,1.0,3.0,4.0,10.0,2012,1989-02-12,33.0,Kentucky,USA,82.0,275.0,3.0,2011.0,2013.0,2011.0,2.0,45.0
4383,Josh Howard,1610612750,MIN,Minnesota,2572,31.0,77.0,5.0,16.0,7.0,12.0,9.0,27.0,36.0,4.0,10.0,3.0,10.0,18.0,74.0,2012,1980-04-28,42.0,Wake Forest,USA,79.0,210.0,9.0,2003.0,2012.0,2003.0,1.0,29.0
4384,Josh McRoberts,1610612753,ORL,Orlando,201177,156.0,343.0,24.0,84.0,65.0,85.0,93.0,232.0,325.0,141.0,32.0,27.0,66.0,131.0,401.0,2012,1987-02-28,35.0,Duke,USA,82.0,240.0,10.0,2007.0,2017.0,2007.0,2.0,37.0
4385,Josh Selby,1610612763,MEM,Memphis,202729,6.0,22.0,1.0,6.0,7.0,11.0,0.0,5.0,5.0,4.0,2.0,0.0,7.0,7.0,20.0,2012,1991-03-27,31.0,Kansas,USA,74.0,183.0,1.0,2011.0,2012.0,2011.0,2.0,49.0
4386,Josh Smith,1610612737,ATL,Atlanta,2746,550.0,1182.0,61.0,201.0,166.0,321.0,133.0,506.0,639.0,321.0,94.0,136.0,226.0,175.0,1327.0,2012,1985-12-05,36.0,Oak Hill Academy (VA),USA,81.0,225.0,12.0,2004.0,2017.0,2004.0,1.0,17.0
4387,Jrue Holiday,1610612755,PHI,Philadelphia,201950,555.0,1288.0,91.0,247.0,182.0,242.0,89.0,240.0,329.0,625.0,123.0,32.0,292.0,170.0,1383.0,2012,1990-06-12,31.0,UCLA,USA,75.0,205.0,11.0,2009.0,2020.0,2009.0,1.0,17.0
4388,Julyan Stone,1610612743,DEN,Denver,202933,2.0,2.0,0.0,0.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,4.0,7.0,2012,1988-12-07,33.0,Texas-El Paso,USA,78.0,200.0,3.0,2011.0,2017.0,0.0,0.0,0.0
4389,Justin Dentmon,1610612742,DAL,Dallas,202458,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,1985-09-05,36.0,Washington,USA,71.0,185.0,1.0,2011.0,2012.0,0.0,0.0,0.0
4390,Justin Holiday,1610612755,PHI,Philadelphia,203200,16.0,48.0,4.0,16.0,6.0,8.0,0.0,14.0,14.0,15.0,3.0,6.0,9.0,7.0,42.0,2012,1989-04-05,33.0,Washington,USA,78.0,180.0,7.0,2012.0,2020.0,0.0,0.0,0.0
4391,Juwan Howard,1610612748,MIA,Miami,436,10.0,19.0,0.0,0.0,1.0,1.0,0.0,8.0,8.0,6.0,0.0,0.0,4.0,9.0,21.0,2012,1973-02-07,49.0,Michigan,USA,81.0,250.0,19.0,1994.0,2012.0,1994.0,1.0,5.0
4392,Kawhi Leonard,1610612759,SAS,San Antonio,202695,260.0,526.0,65.0,174.0,104.0,126.0,63.0,283.0,346.0,93.0,97.0,32.0,62.0,99.0,689.0,2012,1991-06-29,30.0,San Diego State,USA,79.0,225.0,9.0,2011.0,2020.0,2011.0,1.0,15.0
4393,Keith Bogans,1610612751,BKN,Brooklyn,2586,108.0,284.0,84.0,245.0,11.0,17.0,16.0,104.0,120.0,76.0,28.0,4.0,49.0,108.0,311.0,2012,1980-05-12,42.0,Kentucky,USA,77.0,215.0,10.0,2003.0,2013.0,2003.0,2.0,43.0
4394,Kemba Walker,1610612766,CHA,Charlotte,202689,526.0,1244.0,107.0,332.0,296.0,371.0,60.0,223.0,283.0,471.0,160.0,31.0,200.0,153.0,1455.0,2012,1990-05-08,32.0,Connecticut,USA,72.0,184.0,9.0,2011.0,2020.0,2011.0,1.0,9.0
4395,Kendall Marshall,1610612756,PHX,Phoenix,203088,56.0,151.0,23.0,73.0,8.0,14.0,4.0,38.0,42.0,143.0,22.0,4.0,57.0,48.0,143.0,2012,1991-08-19,30.0,North Carolina,USA,76.0,200.0,4.0,2012.0,2015.0,2012.0,1.0,13.0
4396,Kendrick Perkins,1610612760,OKC,Oklahoma City,2570,143.0,313.0,0.0,1.0,44.0,72.0,110.0,356.0,466.0,111.0,43.0,83.0,109.0,227.0,330.0,2012,1984-11-10,37.0,Clifton J. Ozen HS (TX),USA,82.0,270.0,13.0,2003.0,2017.0,2003.0,1.0,27.0
4397,Kenneth Faried,1610612743,DEN,Denver,202702,380.0,689.0,0.0,0.0,163.0,266.0,260.0,474.0,734.0,77.0,81.0,83.0,113.0,234.0,923.0,2012,1989-11-19,32.0,Morehead State,USA,80.0,220.0,8.0,2011.0,2018.0,2011.0,1.0,22.0
4398,Kent Bazemore,1610612744,GSW,Golden State,203145,43.0,116.0,10.0,34.0,27.0,44.0,5.0,17.0,22.0,22.0,17.0,4.0,18.0,27.0,123.0,2012,1989-07-01,32.0,Old Dominion,USA,76.0,195.0,8.0,2012.0,2020.0,0.0,0.0,0.0
4399,Kenyon Martin,1610612752,NYK,New York,2030,56.0,93.0,0.0,0.0,17.0,40.0,34.0,61.0,95.0,8.0,16.0,17.0,16.0,64.0,129.0,2012,1977-12-30,44.0,Cincinnati,USA,81.0,225.0,14.0,2000.0,2014.0,2000.0,1.0,1.0
4400,Kevin Durant,1610612760,OKC,Oklahoma City,201142,731.0,1433.0,139.0,334.0,679.0,750.0,46.0,594.0,640.0,374.0,116.0,105.0,280.0,143.0,2280.0,2012,1988-09-29,33.0,Texas,USA,82.0,240.0,12.0,2007.0,2020.0,2007.0,1.0,2.0
4401,Kevin Garnett,1610612738,BOS,Boston,708,422.0,850.0,2.0,16.0,158.0,201.0,75.0,455.0,530.0,159.0,78.0,62.0,110.0,154.0,1004.0,2012,1976-05-19,46.0,Farragut Academy HS (IL),USA,83.0,240.0,21.0,1995.0,2015.0,1995.0,1.0,5.0
4402,Kevin Jones,1610612739,CLE,Cleveland,203158,43.0,107.0,0.0,0.0,9.0,15.0,38.0,40.0,78.0,10.0,9.0,5.0,8.0,25.0,95.0,2012,1989-08-25,32.0,West Virginia,USA,80.0,260.0,1.0,2012.0,2012.0,0.0,0.0,0.0
4403,Kevin Love,1610612750,MIN,Minnesota,201567,105.0,298.0,20.0,92.0,100.0,142.0,64.0,188.0,252.0,42.0,13.0,9.0,39.0,34.0,330.0,2012,1988-09-07,33.0,UCLA,USA,80.0,251.0,12.0,2008.0,2020.0,2008.0,1.0,5.0
4404,Kevin Martin,1610612760,OKC,Oklahoma City,2755,350.0,778.0,158.0,371.0,219.0,246.0,31.0,147.0,178.0,106.0,72.0,8.0,101.0,138.0,1077.0,2012,1983-02-01,39.0,Western Carolina,USA,79.0,199.0,12.0,2004.0,2015.0,2004.0,1.0,26.0
4405,Kevin Murphy,1610612762,UTA,Utah,203122,7.0,28.0,1.0,5.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,3.0,4.0,15.0,2012,1990-03-06,32.0,Tennessee Tech,USA,78.0,185.0,1.0,2012.0,2012.0,2012.0,2.0,47.0
4406,Kevin Seraphin,1610612764,WAS,Washington,202338,330.0,716.0,0.0,0.0,61.0,88.0,107.0,239.0,346.0,57.0,24.0,59.0,130.0,211.0,721.0,2012,1989-12-07,32.0,Cholet,France,82.0,278.0,7.0,2010.0,2016.0,2010.0,1.0,17.0
4407,Keyon Dooling,1610612763,MEM,Memphis,2039,10.0,21.0,5.0,12.0,6.0,7.0,0.0,1.0,1.0,8.0,1.0,0.0,5.0,8.0,31.0,2012,1980-05-08,42.0,Missouri,USA,75.0,195.0,13.0,2000.0,2012.0,2000.0,1.0,10.0
4408,Khris Middleton,1610612765,DET,Detroit,203114,62.0,141.0,14.0,45.0,27.0,32.0,4.0,46.0,50.0,28.0,15.0,4.0,11.0,53.0,165.0,2012,1991-08-12,30.0,Texas A&M,USA,79.0,222.0,8.0,2012.0,2020.0,2012.0,2.0,39.0
4409,Kim English,1610612765,DET,Detroit,203119,42.0,112.0,14.0,50.0,21.0,29.0,8.0,29.0,37.0,26.0,16.0,3.0,19.0,46.0,119.0,2012,1988-09-24,33.0,Missouri,USA,78.0,200.0,1.0,2012.0,2012.0,2012.0,2.0,44.0
4410,Kirk Hinrich,1610612741,CHI,Chicago,2550,159.0,422.0,71.0,182.0,70.0,98.0,16.0,142.0,158.0,314.0,63.0,25.0,99.0,192.0,459.0,2012,1981-01-02,41.0,Kansas,USA,76.0,190.0,13.0,2003.0,2015.0,2003.0,1.0,7.0
4411,Klay Thompson,1610612744,GSW,Golden State,202691,508.0,1205.0,211.0,526.0,132.0,157.0,32.0,274.0,306.0,183.0,86.0,45.0,157.0,237.0,1359.0,2012,1990-02-08,32.0,Washington State,USA,78.0,215.0,8.0,2011.0,2020.0,2011.0,1.0,11.0
4412,Kobe Bryant,1610612747,LAL,Los Angeles,977,738.0,1595.0,132.0,407.0,525.0,626.0,66.0,367.0,433.0,469.0,106.0,25.0,287.0,173.0,2133.0,2012,1978-08-23,43.0,Lower Merion HS (PA)/USA,USA,78.0,212.0,19.0,1996.0,2015.0,1996.0,1.0,13.0
4413,Kosta Koufos,1610612743,DEN,Denver,201585,295.0,508.0,0.0,1.0,58.0,104.0,211.0,351.0,562.0,32.0,44.0,103.0,53.0,246.0,648.0,2012,1989-02-24,33.0,Ohio State,USA,84.0,245.0,11.0,2008.0,2018.0,2008.0,1.0,23.0
4414,Kris Humphries,1610612751,BKN,Brooklyn,2743,139.0,310.0,0.0,2.0,97.0,123.0,126.0,239.0,365.0,32.0,16.0,33.0,57.0,127.0,375.0,2012,1985-02-06,37.0,Minnesota,USA,81.0,235.0,13.0,2004.0,2016.0,2004.0,1.0,14.0
4415,Kris Joseph,1610612738,BOS,Boston,203126,2.0,14.0,0.0,3.0,5.0,8.0,1.0,6.0,7.0,1.0,3.0,0.0,2.0,3.0,9.0,2012,1988-12-17,33.0,Syracuse,Canada,79.0,210.0,1.0,2012.0,2012.0,2012.0,2.0,51.0
4416,Kurt Thomas,1610612752,NYK,New York,703,45.0,83.0,1.0,1.0,6.0,13.0,24.0,65.0,89.0,21.0,10.0,16.0,8.0,52.0,97.0,2012,1972-10-04,49.0,TCU,USA,81.0,240.0,17.0,1995.0,2012.0,1995.0,1.0,10.0
4417,Kwame Brown,1610612755,PHI,Philadelphia,2198,17.0,37.0,0.0,0.0,7.0,19.0,23.0,51.0,74.0,9.0,6.0,10.0,8.0,37.0,41.0,2012,1982-03-10,40.0,Glynn Academy HS (GA),USA,83.0,290.0,12.0,2001.0,2012.0,2001.0,1.0,1.0
4418,Kyle Korver,1610612737,ATL,Atlanta,2594,277.0,601.0,189.0,414.0,67.0,78.0,23.0,270.0,293.0,146.0,70.0,37.0,70.0,170.0,810.0,2012,1981-03-17,41.0,Creighton,USA,79.0,212.0,17.0,2003.0,2019.0,2003.0,2.0,51.0
4419,Kyle Lowry,1610612761,TOR,Toronto,200768,250.0,623.0,101.0,279.0,190.0,239.0,56.0,265.0,321.0,435.0,94.0,24.0,157.0,218.0,791.0,2012,1986-03-25,36.0,Villanova,USA,72.0,196.0,14.0,2006.0,2020.0,2006.0,1.0,24.0
4420,Kyle O'Quinn,1610612753,ORL,Orlando,203124,101.0,197.0,0.0,1.0,30.0,45.0,65.0,144.0,209.0,52.0,11.0,26.0,37.0,107.0,232.0,2012,1990-03-26,32.0,Norfolk State,USA,81.0,250.0,8.0,2012.0,2019.0,2012.0,2.0,49.0
4421,Kyle Singler,1610612765,DET,Detroit,202713,275.0,642.0,70.0,200.0,100.0,124.0,109.0,221.0,330.0,77.0,57.0,37.0,98.0,217.0,720.0,2012,1988-05-04,34.0,Duke,USA,80.0,228.0,5.0,2012.0,2017.0,2011.0,2.0,33.0
4422,Kyrie Irving,1610612739,CLE,Cleveland,202681,484.0,1070.0,109.0,279.0,248.0,290.0,34.0,182.0,216.0,350.0,89.0,21.0,191.0,146.0,1325.0,2012,1992-03-23,30.0,Duke,Australia,74.0,195.0,9.0,2011.0,2020.0,2011.0,1.0,1.0
4423,LaMarcus Aldridge,1610612757,POR,Portland,200746,638.0,1318.0,2.0,14.0,282.0,348.0,175.0,495.0,670.0,192.0,62.0,91.0,143.0,187.0,1560.0,2012,1985-07-19,36.0,Texas,USA,83.0,250.0,14.0,2006.0,2020.0,2006.0,1.0,2.0
4424,Lamar Odom,1610612746,LAC,Los Angeles,1885,146.0,366.0,18.0,90.0,20.0,42.0,117.0,363.0,480.0,142.0,69.0,58.0,86.0,214.0,330.0,2012,1979-11-06,42.0,Rhode Island,USA,82.0,230.0,14.0,1999.0,2013.0,1999.0,1.0,4.0
4425,Lance Stephenson,1610612754,IND,Indiana,202362,275.0,598.0,62.0,188.0,75.0,115.0,47.0,257.0,304.0,223.0,81.0,16.0,109.0,162.0,687.0,2012,1990-09-05,31.0,Cincinnati,USA,78.0,230.0,9.0,2010.0,2018.0,2010.0,2.0,40.0
4426,Lance Thomas,1610612740,NOH,New Orleans,202498,53.0,106.0,0.0,0.0,43.0,59.0,44.0,71.0,115.0,17.0,11.0,7.0,14.0,78.0,149.0,2012,1988-04-24,34.0,Duke,USA,80.0,225.0,9.0,2011.0,2019.0,0.0,0.0,0.0
4427,Landry Fields,1610612761,TOR,Toronto,202361,102.0,223.0,2.0,14.0,34.0,53.0,59.0,149.0,208.0,60.0,32.0,8.0,42.0,63.0,240.0,2012,1988-06-27,33.0,Stanford,USA,79.0,215.0,4.0,2010.0,2014.0,2010.0,2.0,39.0
4428,Larry Sanders,1610612749,MIL,Milwaukee,202336,306.0,605.0,0.0,2.0,84.0,136.0,224.0,448.0,672.0,83.0,53.0,201.0,87.0,233.0,696.0,2012,1988-11-21,33.0,Va Commonwealth,USA,83.0,230.0,5.0,2010.0,2016.0,2010.0,1.0,15.0
4429,Lavoy Allen,1610612755,PHI,Philadelphia,202730,206.0,454.0,0.0,1.0,43.0,60.0,159.0,236.0,395.0,73.0,24.0,55.0,55.0,180.0,455.0,2012,1989-02-04,33.0,Temple,USA,81.0,260.0,6.0,2011.0,2016.0,2011.0,2.0,50.0
4430,Lazar Hayward,1610612750,MIN,Minnesota,202351,2.0,10.0,0.0,4.0,6.0,6.0,0.0,4.0,4.0,3.0,2.0,0.0,0.0,3.0,10.0,2012,1986-11-26,35.0,Marquette,USA,78.0,225.0,3.0,2010.0,2012.0,2010.0,1.0,30.0
4431,LeBron James,1610612748,MIA,Miami,2544,765.0,1354.0,103.0,254.0,403.0,535.0,97.0,513.0,610.0,551.0,129.0,67.0,226.0,110.0,2036.0,2012,1984-12-30,37.0,St. Vincent-St. Mary HS (OH),USA,81.0,250.0,17.0,2003.0,2020.0,2003.0,1.0,1.0
4432,Leandro Barbosa,1610612738,BOS,Boston,2571,83.0,193.0,18.0,47.0,31.0,41.0,8.0,38.0,46.0,58.0,17.0,6.0,21.0,51.0,215.0,2012,1982-11-28,39.0,Bauru,Brazil,75.0,194.0,14.0,2003.0,2016.0,2003.0,1.0,28.0
4433,Linas Kleiza,1610612761,TOR,Toronto,101132,48.0,144.0,20.0,66.0,32.0,38.0,10.0,42.0,52.0,16.0,4.0,2.0,14.0,45.0,148.0,2012,1985-01-03,37.0,Missouri,Lithuania,80.0,234.0,7.0,2005.0,2012.0,2005.0,1.0,27.0
4434,Lou Amundson,1610612750,MIN,Minnesota,200811,32.0,81.0,0.0,0.0,12.0,36.0,48.0,58.0,106.0,11.0,16.0,12.0,19.0,53.0,76.0,2012,1982-12-07,39.0,UNLV,USA,81.0,220.0,10.0,2006.0,2015.0,0.0,0.0,0.0
4435,Lou Williams,1610612737,ATL,Atlanta,101150,187.0,443.0,72.0,196.0,105.0,121.0,8.0,72.0,80.0,139.0,44.0,10.0,74.0,55.0,551.0,2012,1986-10-27,35.0,South Gwinnett HS (GA),USA,73.0,175.0,15.0,2005.0,2020.0,2005.0,2.0,45.0
4436,Luc Mbah a Moute,1610612749,MIL,Milwaukee,201601,151.0,377.0,13.0,37.0,72.0,126.0,89.0,167.0,256.0,55.0,42.0,14.0,70.0,82.0,387.0,2012,1986-09-09,35.0,UCLA,Cameroon,80.0,230.0,12.0,2008.0,2019.0,2008.0,2.0,37.0
4437,Luis Scola,1610612756,PHX,Phoenix,2449,432.0,915.0,3.0,16.0,181.0,230.0,158.0,383.0,541.0,182.0,67.0,35.0,126.0,257.0,1048.0,2012,1980-04-30,42.0,Tau Ceramica,Argentina,81.0,241.0,9.0,2007.0,2016.0,2002.0,2.0,55.0
4438,Luke Babbitt,1610612757,POR,Portland,202337,86.0,234.0,62.0,178.0,10.0,13.0,15.0,122.0,137.0,29.0,14.0,5.0,22.0,82.0,244.0,2012,1989-06-20,32.0,Nevada-Reno,USA,81.0,225.0,8.0,2010.0,2017.0,2010.0,1.0,16.0
4439,Luke Ridnour,1610612750,MIN,Minnesota,2557,367.0,811.0,66.0,212.0,139.0,164.0,41.0,165.0,206.0,311.0,82.0,15.0,130.0,187.0,939.0,2012,1981-02-13,41.0,Oregon,USA,74.0,175.0,11.0,2003.0,2014.0,2003.0,1.0,14.0
4440,Luke Walton,1610612739,CLE,Cleveland,2575,71.0,181.0,20.0,67.0,10.0,20.0,38.0,107.0,145.0,166.0,42.0,13.0,60.0,98.0,172.0,2012,1980-03-28,42.0,Arizona,USA,80.0,235.0,10.0,2003.0,2012.0,2003.0,2.0,32.0
4441,Luke Zeller,1610612756,PHX,Phoenix,202545,9.0,26.0,1.0,5.0,0.0,0.0,1.0,9.0,10.0,3.0,0.0,0.0,0.0,5.0,19.0,2012,1987-04-07,35.0,Notre Dame,USA,83.0,245.0,0.0,2012.0,2012.0,0.0,0.0,0.0
4442,Luol Deng,1610612741,CHI,Chicago,2736,466.0,1093.0,75.0,233.0,230.0,282.0,162.0,314.0,476.0,222.0,81.0,32.0,144.0,105.0,1237.0,2012,1985-04-16,37.0,Duke,United Kingdom,81.0,237.0,15.0,2004.0,2018.0,2004.0,1.0,7.0
4443,Maalik Wayns,1610612755,PHI,Philadelphia,203146,26.0,88.0,7.0,31.0,17.0,19.0,1.0,6.0,7.0,27.0,6.0,0.0,15.0,26.0,76.0,2012,1991-05-02,31.0,Villanova,USA,73.0,195.0,2.0,2012.0,2013.0,0.0,0.0,0.0
4444,Malcolm Lee,1610612750,MIN,Minnesota,202723,29.0,76.0,8.0,24.0,12.0,20.0,15.0,24.0,39.0,20.0,12.0,6.0,10.0,30.0,78.0,2012,1990-05-22,32.0,UCLA,USA,77.0,200.0,2.0,2011.0,2014.0,2011.0,2.0,43.0
4445,Malcolm Thomas,1610612744,GSW,Golden State,202952,5.0,10.0,0.0,0.0,5.0,8.0,5.0,11.0,16.0,4.0,2.0,2.0,3.0,8.0,15.0,2012,1988-11-08,33.0,San Diego State,USA,81.0,225.0,3.0,2011.0,2014.0,0.0,0.0,0.0
4446,Manu Ginobili,1610612759,SAS,San Antonio,1938,229.0,539.0,83.0,235.0,164.0,206.0,30.0,171.0,201.0,274.0,80.0,13.0,132.0,114.0,705.0,2012,1977-07-28,44.0,Virtus Bologna,Argentina,78.0,205.0,15.0,2002.0,2017.0,1999.0,2.0,57.0
4447,MarShon Brooks,1610612751,BKN,Brooklyn,202705,155.0,335.0,15.0,55.0,69.0,94.0,32.0,72.0,104.0,76.0,34.0,16.0,69.0,93.0,394.0,2012,1989-01-26,33.0,Providence,USA,77.0,200.0,4.0,2011.0,2018.0,2011.0,1.0,25.0
4448,Marc Gasol,1610612763,MEM,Memphis,201188,429.0,869.0,1.0,14.0,268.0,316.0,184.0,438.0,622.0,318.0,80.0,139.0,157.0,255.0,1127.0,2012,1985-01-29,37.0,FC Barcelona,Spain,83.0,255.0,12.0,2008.0,2020.0,2007.0,2.0,48.0
4449,Marcin Gortat,1610612756,PHX,Phoenix,101162,295.0,566.0,0.0,3.0,90.0,138.0,128.0,388.0,516.0,75.0,40.0,98.0,99.0,127.0,680.0,2012,1984-02-17,38.0,RheinEnergie Cologne,Poland,83.0,240.0,11.0,2007.0,2018.0,2005.0,2.0,57.0
4450,Marco Belinelli,1610612741,CHI,Chicago,201158,241.0,610.0,79.0,221.0,141.0,168.0,13.0,127.0,140.0,148.0,44.0,6.0,82.0,140.0,702.0,2012,1986-03-25,36.0,Fortitudo Bologna,Italy,77.0,220.0,13.0,2007.0,2019.0,2007.0,1.0,18.0
4451,Marcus Camby,1610612752,NYK,New York,948,17.0,53.0,0.0,0.0,8.0,19.0,24.0,56.0,80.0,14.0,7.0,14.0,15.0,28.0,42.0,2012,1974-03-22,48.0,Massachusetts,USA,83.0,240.0,17.0,1996.0,2012.0,1996.0,1.0,2.0
4452,Marcus Morris Sr.,1610612745,HOU,Houston,202694,222.0,526.0,86.0,233.0,66.0,117.0,80.0,197.0,277.0,62.0,45.0,20.0,77.0,160.0,596.0,2012,1989-09-02,32.0,Kansas,USA,80.0,218.0,9.0,2011.0,2020.0,2011.0,1.0,14.0
4453,Marcus Thornton,1610612758,SAC,Sacramento,201977,332.0,774.0,141.0,379.0,111.0,126.0,50.0,131.0,181.0,91.0,61.0,4.0,68.0,105.0,916.0,2012,1987-06-05,34.0,Louisiana State,USA,76.0,205.0,7.0,2009.0,2016.0,2009.0,2.0,43.0
4454,Mario Chalmers,1610612748,MIA,Miami,201596,227.0,529.0,123.0,301.0,89.0,112.0,19.0,152.0,171.0,273.0,118.0,12.0,119.0,196.0,666.0,2012,1986-05-19,36.0,Kansas,USA,74.0,190.0,8.0,2008.0,2017.0,2008.0,2.0,34.0
4455,Markieff Morris,1610612756,PHX,Phoenix,202693,266.0,653.0,45.0,134.0,93.0,127.0,131.0,265.0,396.0,108.0,77.0,64.0,104.0,209.0,670.0,2012,1989-09-02,32.0,Kansas,USA,81.0,245.0,9.0,2011.0,2020.0,2011.0,1.0,13.0
4456,Marquis Daniels,1610612749,MIL,Milwaukee,2605,132.0,351.0,20.0,72.0,40.0,54.0,48.0,102.0,150.0,65.0,51.0,10.0,45.0,77.0,324.0,2012,1981-01-07,41.0,Auburn,USA,78.0,200.0,10.0,2003.0,2012.0,0.0,0.0,0.0
4457,Marquis Teague,1610612741,CHI,Chicago,203104,43.0,113.0,4.0,23.0,9.0,16.0,3.0,41.0,44.0,63.0,9.0,7.0,35.0,47.0,99.0,2012,1993-02-28,29.0,Kentucky,USA,74.0,189.0,2.0,2012.0,2017.0,2012.0,1.0,29.0
4458,Marreese Speights,1610612763,MEM,Memphis,201578,260.0,584.0,3.0,10.0,135.0,175.0,146.0,240.0,386.0,47.0,24.0,53.0,80.0,175.0,658.0,2012,1987-08-04,34.0,Florida,USA,82.0,255.0,10.0,2008.0,2017.0,2008.0,1.0,16.0
4459,Martell Webster,1610612764,WAS,Washington,101110,281.0,636.0,139.0,329.0,168.0,198.0,53.0,241.0,294.0,143.0,49.0,17.0,90.0,166.0,869.0,2012,1986-12-04,35.0,Seattle Preparatory HS (WA),USA,79.0,230.0,10.0,2005.0,2014.0,2005.0,1.0,6.0
4460,Marvin Williams,1610612762,UTA,Utah,101107,199.0,470.0,54.0,166.0,77.0,99.0,55.0,208.0,263.0,77.0,37.0,38.0,60.0,98.0,529.0,2012,1986-06-19,35.0,North Carolina,USA,80.0,237.0,15.0,2005.0,2019.0,2005.0,1.0,2.0
4461,Matt Barnes,1610612746,LAC,Los Angeles,2440,312.0,675.0,111.0,325.0,87.0,117.0,111.0,255.0,366.0,123.0,82.0,63.0,90.0,233.0,822.0,2012,1980-03-09,42.0,UCLA,USA,79.0,226.0,14.0,2002.0,2016.0,2002.0,2.0,45.0
