,PLAYER_NAME,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,2pointer_MADE,2pointer_ATTEMPTS,3pointer_MADE,3pointer_ATTEMPTS,FreeThrow_MADE,FreeThrow_ATTEMPTS,OFFENSIVE_REBOUNDS,DEFENSIVE_REBOUNDS,REBOUNDS_TOTAL,ASSISTS,STEALS,BLOCKS,TURNOVERS,PERSONAL_FOULS,POINTS,SEASON
5246,Dante Cunningham,1987-04-22,35,Villanova,USA,80.0,230.0,10,2009,2018,2009,2,33,1610612740,NOP,New Orleans,201967,155.0,339.0,1.0,10.0,29.0,47.0,70.0,186.0,256.0,50.0,46.0,37.0,35.0,101.0,340.0,2014
5247,Dante Exum,1995-07-13,26,Australian Institute of Sport,Australia,77.0,214.0,5,2014,2020,2014,1,5,1610612762,UTA,Utah,203957,145.0,416.0,83.0,264.0,20.0,32.0,27.0,104.0,131.0,198.0,41.0,14.0,118.0,147.0,393.0,2014
5248,Darius Miller,1990-03-21,32,Kentucky,USA,78.0,225.0,5,2012,2020,2012,2,46,1610612740,NOP,New Orleans,203121,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,8.0,2.0,2014
5249,Darius Morris,1991-01-03,31,Michigan,USA,76.0,195.0,4,2011,2014,2011,2,41,1610612751,BKN,Brooklyn,202721,36.0,106.0,7.0,33.0,4.0,9.0,7.0,20.0,27.0,48.0,9.0,0.0,21.0,20.0,83.0,2014
5250,Darrell Arthur,1988-03-25,34,Kansas,USA,81.0,235.0,9,2008,2017,2008,1,27,1610612743,DEN,Denver,201589,155.0,384.0,26.0,110.0,46.0,59.0,53.0,118.0,171.0,57.0,48.0,26.0,47.0,146.0,382.0,2014
5251,Darren Collison,1987-08-23,34,UCLA,USA,72.0,175.0,10,2009,2018,2009,1,21,1610612758,SAC,Sacramento,201954,260.0,550.0,60.0,161.0,145.0,184.0,19.0,124.0,143.0,252.0,67.0,14.0,112.0,95.0,725.0,2014
5252,David Lee,1983-04-29,39,Florida,USA,81.0,245.0,12,2005,2016,2005,1,30,1610612744,GSW,Golden State,101135,160.0,313.0,0.0,2.0,68.0,104.0,81.0,176.0,257.0,85.0,31.0,26.0,49.0,83.0,388.0,2014
5253,David Wear,1990-09-21,31,UCLA,USA,82.0,230.0,0,2014,2014,0,0,0,1610612758,SAC,Sacramento,204033,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2014
5254,David West,1980-08-29,41,Xavier,USA,81.0,250.0,15,2003,2017,2003,1,18,1610612754,IND,Indiana,2561,323.0,686.0,4.0,20.0,119.0,161.0,108.0,341.0,449.0,223.0,48.0,48.0,120.0,160.0,769.0,2014
5255,DeAndre Jordan,1988-07-21,33,Texas A&M,USA,83.0,265.0,12,2008,2020,2008,2,35,1610612746,LAC,Los Angeles,201599,379.0,534.0,1.0,4.0,187.0,471.0,397.0,829.0,1226.0,61.0,81.0,183.0,109.0,245.0,946.0,2014
5256,DeJuan Blair,1989-04-22,33,Pittsburgh,USA,79.0,270.0,6,2009,2015,2009,2,37,1610612764,WAS,Washington,201971,26.0,57.0,0.0,0.0,4.0,6.0,16.0,40.0,56.0,3.0,7.0,1.0,13.0,41.0,56.0,2014
5257,DeMar DeRozan,1989-08-07,32,Southern California,USA,78.0,220.0,11,2009,2020,2009,1,9,1610612761,TOR,Toronto,201942,409.0,990.0,25.0,88.0,361.0,434.0,41.0,236.0,277.0,210.0,73.0,11.0,137.0,122.0,1204.0,2014
5258,DeMarcus Cousins,1990-08-13,31,Kentucky,USA,82.0,270.0,9,2010,2020,2010,1,5,1610612758,SAC,Sacramento,202326,498.0,1066.0,2.0,8.0,423.0,541.0,185.0,562.0,747.0,210.0,90.0,103.0,254.0,241.0,1421.0,2014
5259,DeMarre Carroll,1986-07-27,35,Missouri,USA,78.0,215.0,11,2009,2019,2009,1,27,1610612737,ATL,Atlanta,201960,318.0,653.0,120.0,304.0,127.0,181.0,99.0,273.0,372.0,118.0,94.0,17.0,75.0,154.0,883.0,2014
5260,Dennis Schroder,1993-09-15,28,Braunschweig,Germany,75.0,172.0,7,2013,2020,2013,1,17,1610612737,ATL,Atlanta,203471,284.0,665.0,52.0,148.0,148.0,179.0,29.0,135.0,164.0,317.0,49.0,4.0,150.0,127.0,768.0,2014
5261,Deron Williams,1984-06-26,37,Illinois,USA,75.0,200.0,12,2005,2016,2005,1,3,1610612751,BKN,Brooklyn,101114,298.0,771.0,87.0,237.0,201.0,241.0,29.0,208.0,237.0,448.0,64.0,17.0,154.0,157.0,884.0,2014
5262,Derrick Favors,1991-07-15,30,Georgia Tech,USA,81.0,265.0,10,2010,2020,2010,1,3,1610612762,UTA,Utah,202324,482.0,918.0,1.0,6.0,222.0,332.0,196.0,411.0,607.0,112.0,60.0,123.0,121.0,210.0,1187.0,2014
5263,Derrick Rose,1988-10-04,33,Memphis,USA,74.0,200.0,11,2008,2020,2008,1,1,1610612741,CHI,Chicago,201565,338.0,835.0,76.0,271.0,152.0,187.0,35.0,126.0,161.0,251.0,36.0,16.0,161.0,63.0,904.0,2014
5264,Derrick Williams,1991-05-25,31,Arizona,USA,80.0,240.0,6,2011,2017,2011,1,2,1610612758,SAC,Sacramento,202682,217.0,485.0,49.0,156.0,134.0,196.0,41.0,161.0,202.0,50.0,34.0,4.0,56.0,67.0,617.0,2014
5265,Devin Harris,1983-02-27,39,Wisconsin,USA,75.0,185.0,15,2004,2018,2004,1,5,1610612742,DAL,Dallas,2734,219.0,524.0,95.0,266.0,132.0,162.0,13.0,122.0,135.0,237.0,78.0,14.0,85.0,147.0,665.0,2014
5266,Devyn Marble,1992-09-21,29,Iowa,USA,78.0,200.0,2,2014,2015,2014,2,56,1610612753,ORL,Orlando,203906,14.0,44.0,4.0,22.0,5.0,16.0,5.0,26.0,31.0,17.0,9.0,2.0,9.0,14.0,37.0,2014
5267,Dewayne Dedmon,1989-08-12,32,USC,USA,84.0,245.0,7,2013,2019,0,0,0,1610612753,ORL,Orlando,203473,91.0,162.0,0.0,1.0,34.0,64.0,118.0,177.0,295.0,9.0,16.0,50.0,51.0,141.0,216.0,2014
5268,Dion Waiters,1991-12-10,30,Syracuse,USA,75.0,210.0,8,2012,2019,2012,1,4,1610612739,CLE,Cleveland,203079,375.0,946.0,73.0,246.0,117.0,172.0,41.0,151.0,192.0,163.0,90.0,21.0,113.0,155.0,940.0,2014
5269,Dirk Nowitzki,1978-06-19,43, ,Germany,84.0,245.0,21,1998,2018,1998,1,9,1610612742,DAL,Dallas,1717,487.0,1062.0,104.0,274.0,255.0,289.0,44.0,413.0,457.0,143.0,39.0,33.0,82.0,160.0,1333.0,2014
5270,Donald Sloan,1988-01-15,34,Texas A&M,USA,75.0,205.0,5,2011,2015,0,0,0,1610612754,IND,Indiana,202388,145.0,355.0,41.0,131.0,60.0,77.0,12.0,131.0,143.0,190.0,23.0,0.0,65.0,47.0,391.0,2014
5271,Donatas Motiejunas,1990-09-20,31,Lithuania,Lithuania,84.0,220.0,6,2012,2018,2011,1,20,1610612745,HOU,Houston,202700,353.0,700.0,49.0,133.0,100.0,166.0,137.0,284.0,421.0,130.0,56.0,34.0,123.0,203.0,855.0,2014
5272,Dorell Wright,1985-12-02,36,South Kent HS (CT),USA,81.0,205.0,11,2004,2015,2004,1,19,1610612757,POR,Portland,2748,72.0,190.0,41.0,108.0,34.0,42.0,14.0,97.0,111.0,41.0,20.0,11.0,18.0,55.0,219.0,2014
5273,Doug McDermott,1992-01-03,30,Creighton,USA,79.0,225.0,6,2014,2020,2014,1,11,1610612741,CHI,Chicago,203926,43.0,107.0,13.0,41.0,10.0,15.0,6.0,37.0,43.0,6.0,4.0,1.0,17.0,29.0,109.0,2014
5274,Draymond Green,1990-03-04,32,Michigan State,USA,78.0,230.0,8,2012,2020,2012,2,35,1610612744,GSW,Golden State,203110,339.0,765.0,111.0,329.0,132.0,200.0,114.0,533.0,647.0,291.0,123.0,99.0,133.0,253.0,921.0,2014
5275,Drew Gooden,1981-09-24,40,Kansas,USA,82.0,250.0,14,2002,2015,2002,1,4,1610612764,WAS,Washington,2400,110.0,276.0,23.0,59.0,34.0,44.0,72.0,151.0,223.0,49.0,21.0,9.0,28.0,91.0,277.0,2014
5276,Drew Gordon,1990-07-12,31,New Mexico,USA,81.0,245.0,0,2014,2014,0,0,0,1610612755,PHI,Philadelphia,204079,8.0,19.0,0.0,3.0,1.0,2.0,7.0,11.0,18.0,2.0,1.0,0.0,8.0,7.0,17.0,2014
5277,Dwight Buycks,1989-03-06,33,Marquette,USA,75.0,190.0,2,2013,2017,0,0,0,1610612747,LAL,Los Angeles,202779,18.0,40.0,7.0,11.0,9.0,10.0,2.0,10.0,12.0,14.0,3.0,0.0,12.0,3.0,52.0,2014
5278,Dwight Howard,1985-12-08,36,SW Atlanta Christian Academy (GA),USA,82.0,265.0,16,2004,2020,2004,1,1,1610612745,HOU,Houston,2730,251.0,423.0,1.0,2.0,143.0,271.0,110.0,321.0,431.0,50.0,28.0,53.0,115.0,137.0,646.0,2014
5279,Dwight Powell,1991-07-20,30,Stanford,Canada,82.0,240.0,6,2014,2020,2014,2,45,1610612738,BOS,Boston,203939,31.0,67.0,3.0,11.0,25.0,33.0,18.0,32.0,50.0,9.0,9.0,6.0,11.0,40.0,90.0,2014
5280,Dwyane Wade,1982-01-17,40,Marquette,USA,76.0,220.0,16,2003,2018,2003,1,5,1610612748,MIA,Miami,2548,509.0,1084.0,29.0,102.0,284.0,370.0,58.0,161.0,219.0,299.0,73.0,21.0,209.0,105.0,1331.0,2014
5281,E'Twaun Moore,1989-02-25,33,Purdue,USA,75.0,191.0,9,2011,2020,2011,2,55,1610612741,CHI,Chicago,202734,62.0,139.0,13.0,38.0,12.0,20.0,12.0,34.0,46.0,33.0,20.0,6.0,14.0,45.0,149.0,2014
5282,Earl Barron,1981-08-14,40,Memphis,USA,84.0,250.0,8,2005,2014,0,0,0,1610612756,PHX,Phoenix,2853,12.0,39.0,2.0,4.0,6.0,12.0,14.0,14.0,28.0,5.0,4.0,2.0,5.0,26.0,32.0,2014
5283,Earl Clark,1988-01-17,34,Louisville,USA,82.0,234.0,5,2009,2014,2009,1,14,1610612751,BKN,Brooklyn,201947,11.0,30.0,4.0,14.0,1.0,4.0,1.0,22.0,23.0,3.0,3.0,4.0,6.0,12.0,27.0,2014
5284,Ed Davis,1989-06-05,32,North Carolina,USA,81.0,218.0,10,2010,2020,2010,1,13,1610612747,LAL,Los Angeles,202334,282.0,469.0,0.0,0.0,92.0,189.0,230.0,370.0,600.0,94.0,49.0,98.0,58.0,202.0,656.0,2014
5285,Ekpe Udoh,1987-05-20,35,Baylor,USA,82.0,245.0,7,2010,2018,2010,1,6,1610612746,LAC,Los Angeles,202327,11.0,24.0,0.0,0.0,7.0,9.0,7.0,19.0,26.0,8.0,8.0,7.0,7.0,20.0,29.0,2014
5286,Elfrid Payton,1994-02-22,28,Louisana-Lafayette,USA,75.0,195.0,6,2014,2020,2014,1,10,1610612753,ORL,Orlando,203901,301.0,708.0,11.0,42.0,118.0,214.0,107.0,242.0,349.0,533.0,142.0,20.0,203.0,193.0,731.0,2014
5287,Elijah Millsap,1987-08-12,34,Alabama-Birmingham,USA,79.0,215.0,3,2014,2016,0,0,0,1610612762,UTA,Utah,202407,81.0,238.0,28.0,90.0,58.0,86.0,28.0,122.0,150.0,58.0,56.0,16.0,67.0,124.0,248.0,2014
5288,Elliot Williams,1989-06-20,32,Memphis,USA,77.0,190.0,5,2010,2015,2010,1,22,1610612762,UTA,Utah,202343,14.0,37.0,8.0,18.0,1.0,4.0,0.0,8.0,8.0,12.0,4.0,0.0,4.0,12.0,37.0,2014
5289,Elton Brand,1979-03-11,43,Duke,USA,81.0,254.0,17,1999,2015,1999,1,1,1610612737,ATL,Atlanta,1882,42.0,95.0,0.0,1.0,12.0,23.0,28.0,72.0,100.0,22.0,17.0,25.0,18.0,54.0,96.0,2014
5290,Enes Kanter,1992-05-20,30,Fenerbahce,Turkey,82.0,250.0,9,2011,2020,2011,1,3,1610612762,UTA,Utah,202683,482.0,928.0,16.0,45.0,183.0,234.0,277.0,394.0,671.0,55.0,36.0,29.0,145.0,189.0,1163.0,2014
5291,Eric Bledsoe,1989-12-09,32,Kentucky,USA,73.0,214.0,10,2010,2020,2010,1,18,1610612756,PHX,Phoenix,202339,468.0,1046.0,88.0,272.0,353.0,441.0,72.0,351.0,423.0,493.0,127.0,45.0,274.0,189.0,1377.0,2014
5292,Eric Gordon,1988-12-25,33,Indiana,USA,75.0,215.0,12,2008,2020,2008,1,7,1610612740,NOP,New Orleans,201569,285.0,694.0,141.0,315.0,107.0,133.0,28.0,131.0,159.0,229.0,50.0,14.0,122.0,145.0,818.0,2014
5293,Eric Moreland,1991-12-24,30,Oregon State,USA,82.0,238.0,4,2014,2018,0,0,0,1610612758,SAC,Sacramento,203961,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2014
5294,Erick Green,1991-05-09,31,Virginia Tech,USA,76.0,185.0,1,2014,2015,2013,2,46,1610612743,DEN,Denver,203475,61.0,162.0,14.0,47.0,10.0,12.0,7.0,24.0,31.0,39.0,12.0,0.0,14.0,26.0,146.0,2014
5295,Ersan Ilyasova,1987-05-15,35,FC Barcelona,Turkey,81.0,235.0,12,2006,2020,2005,2,36,1610612749,MIL,Milwaukee,101141,263.0,557.0,74.0,190.0,69.0,107.0,80.0,197.0,277.0,56.0,36.0,19.0,45.0,149.0,669.0,2014
5296,Evan Fournier,1992-10-29,29,Poitiers Basket 86,France,79.0,205.0,8,2012,2020,2012,1,20,1610612753,ORL,Orlando,203095,253.0,575.0,85.0,225.0,107.0,147.0,28.0,125.0,153.0,120.0,40.0,2.0,82.0,116.0,698.0,2014
5297,Evan Turner,1988-10-27,33,Ohio State,USA,78.0,220.0,10,2010,2019,2010,1,2,1610612738,BOS,Boston,202323,320.0,746.0,33.0,119.0,106.0,141.0,40.0,377.0,417.0,449.0,83.0,19.0,198.0,180.0,779.0,2014
5298,Festus Ezeli,1989-10-21,32,Vanderbilt,Nigeria,83.0,265.0,3,2012,2016,2012,1,30,1610612744,GSW,Golden State,203105,76.0,139.0,0.0,0.0,49.0,78.0,60.0,95.0,155.0,9.0,7.0,42.0,32.0,77.0,201.0,2014
5299,Francisco Garcia,1981-12-31,40,Louisville,Dominican Republic,79.0,215.0,9,2005,2014,2005,1,23,1610612745,HOU,Houston,101128,17.0,63.0,10.0,45.0,1.0,4.0,3.0,14.0,17.0,15.0,9.0,5.0,10.0,20.0,45.0,2014
5300,Furkan Aldemir,1991-08-09,30,Galatasaray,Turkey,82.0,240.0,1,2014,2014,2012,2,53,1610612755,PHI,Philadelphia,203128,40.0,78.0,0.0,5.0,13.0,27.0,78.0,98.0,176.0,28.0,17.0,16.0,17.0,96.0,93.0,2014
5301,Gal Mekel,1988-03-04,34,Wichita State,Israel,75.0,191.0,1,2013,2014,0,0,0,1610612742,DAL,Dallas,203539,3.0,20.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,13.0,2.0,0.0,2.0,1.0,6.0,2014
5302,Garrett Temple,1986-05-08,36,Louisiana State,USA,77.0,195.0,10,2009,2020,0,0,0,1610612764,WAS,Washington,202066,68.0,170.0,33.0,88.0,35.0,48.0,24.0,66.0,90.0,56.0,42.0,9.0,34.0,76.0,204.0,2014
5303,Gary Harris,1994-09-14,27,Michigan State,USA,76.0,210.0,6,2014,2020,2014,1,19,1610612743,DEN,Denver,203914,66.0,217.0,21.0,103.0,35.0,47.0,21.0,43.0,64.0,29.0,39.0,7.0,38.0,71.0,188.0,2014
5304,Gary Neal,1984-10-03,37,Towson,USA,76.0,210.0,6,2010,2016,0,0,0,1610612766,CHA,Charlotte,202390,188.0,503.0,50.0,164.0,117.0,135.0,14.0,115.0,129.0,100.0,23.0,1.0,65.0,88.0,543.0,2014
5305,George Hill,1986-05-04,36,Indiana-Purdue Indianapolis,USA,76.0,188.0,12,2008,2020,2008,1,26,1610612754,IND,Indiana,201588,255.0,535.0,69.0,193.0,113.0,143.0,25.0,154.0,179.0,220.0,44.0,14.0,69.0,111.0,692.0,2014
5306,Gerald Green,1986-01-26,36,No College,USA,79.0,205.0,12,2005,2018,2005,1,18,1610612756,PHX,Phoenix,101123,324.0,778.0,137.0,387.0,99.0,120.0,33.0,153.0,186.0,91.0,42.0,12.0,104.0,145.0,884.0,2014
5307,Gerald Henderson,1987-12-09,34,Duke,USA,77.0,215.0,8,2009,2016,2009,1,12,1610612766,CHA,Charlotte,201945,370.0,847.0,45.0,136.0,184.0,217.0,36.0,237.0,273.0,206.0,51.0,22.0,110.0,135.0,969.0,2014
5308,Gerald Henderson,1956-01-16,66,Virginia Commonwealth,USA,74.0,175.0,12,1979,1991,1978,3,64,1610612766,CHA,Charlotte,201945,370.0,847.0,45.0,136.0,184.0,217.0,36.0,237.0,273.0,206.0,51.0,22.0,110.0,135.0,969.0,2014
5309,Gerald Wallace,1982-07-23,39,Alabama,USA,79.0,220.0,14,2001,2014,2001,1,25,1610612738,BOS,Boston,2222,14.0,34.0,1.0,3.0,6.0,15.0,17.0,40.0,57.0,11.0,15.0,4.0,18.0,19.0,35.0,2014
5310,Giannis Antetokounmpo,1994-12-06,27,Filathlitikos,Greece,83.0,242.0,7,2013,2020,2013,1,15,1610612749,MIL,Milwaukee,203507,383.0,780.0,7.0,44.0,257.0,347.0,100.0,442.0,542.0,207.0,73.0,85.0,173.0,254.0,1030.0,2014
5311,Gigi Datome,1987-11-27,34,Virtus Roma,Italy,80.0,215.0,1,2013,2014,0,0,0,1610612765,DET,Detroit,203540,43.0,89.0,18.0,40.0,1.0,1.0,3.0,26.0,29.0,9.0,2.0,7.0,9.0,15.0,105.0,2014
5312,Glen Davis,1986-01-01,36,Louisiana State,USA,81.0,289.0,7,2007,2014,2007,2,35,1610612746,LAC,Los Angeles,201175,117.0,255.0,0.0,4.0,60.0,95.0,43.0,126.0,169.0,39.0,41.0,21.0,39.0,132.0,294.0,2014
5313,Glen Rice,1991-01-01,31,Michigan,USA,78.0,206.0,1,2013,2014,2013,2,35,1610612764,WAS,Washington,203318,3.0,15.0,1.0,7.0,4.0,6.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,11.0,11.0,2014
5314,Glen Rice,1967-05-28,55,Michigan,USA,80.0,228.0,14,1989,2003,1989,1,4,1610612764,WAS,Washington,203318,3.0,15.0,1.0,7.0,4.0,6.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,11.0,11.0,2014
5315,Glenn Robinson III,1994-01-08,28,Michigan,USA,78.0,222.0,6,2014,2020,2014,2,40,1610612750,MIN,Minnesota,203922,26.0,67.0,5.0,19.0,16.0,24.0,15.0,24.0,39.0,11.0,6.0,1.0,11.0,15.0,73.0,2014
5316,Goran Dragic,1986-05-06,36,Union Olimpija,Slovenia,75.0,190.0,12,2008,2020,2008,2,45,1610612756,PHX,Phoenix,201609,502.0,1002.0,90.0,259.0,181.0,234.0,81.0,193.0,274.0,350.0,78.0,15.0,173.0,195.0,1275.0,2014
5317,Gordon Hayward,1990-03-23,32,Butler,USA,79.0,225.0,10,2010,2020,2010,1,9,1610612762,UTA,Utah,202330,484.0,1087.0,120.0,330.0,375.0,462.0,54.0,319.0,373.0,313.0,108.0,30.0,206.0,131.0,1463.0,2014
5318,Gorgui Dieng,1990-01-18,32,Louisville,Senegal,82.0,252.0,7,2013,2020,2013,1,21,1610612750,MIN,Minnesota,203476,259.0,512.0,1.0,6.0,191.0,244.0,223.0,386.0,609.0,146.0,71.0,126.0,126.0,188.0,710.0,2014
5319,Grant Jerrett,1993-07-08,28,Arizona,USA,82.0,232.0,1,2013,2014,2013,2,40,1610612760,OKC,Oklahoma City,203511,7.0,26.0,1.0,15.0,1.0,1.0,2.0,7.0,9.0,3.0,2.0,2.0,3.0,11.0,16.0,2014
5320,Greg Monroe,1990-06-04,31,Georgetown,USA,83.0,265.0,9,2010,2018,2010,1,7,1610612765,DET,Detroit,202328,423.0,853.0,0.0,0.0,252.0,336.0,229.0,475.0,704.0,142.0,78.0,34.0,149.0,148.0,1098.0,2014
5321,Greg Smith,1991-01-08,31,Fresno State,USA,82.0,250.0,5,2011,2015,0,0,0,1610612742,DAL,Dallas,202962,30.0,49.0,0.0,0.0,20.0,39.0,26.0,53.0,79.0,9.0,7.0,11.0,11.0,53.0,80.0,2014
5322,Greg Smith,1947-01-28,75,Western Kentucky,USA,77.0,195.0,7,1968,1975,1968,4,50,1610612742,DAL,Dallas,202962,30.0,49.0,0.0,0.0,20.0,39.0,26.0,53.0,79.0,9.0,7.0,11.0,11.0,53.0,80.0,2014
5323,Greg Stiemsma,1985-09-26,36,Wisconsin,USA,83.0,260.0,4,2009,2014,0,0,0,1610612761,TOR,Toronto,201880,6.0,8.0,0.0,0.0,2.0,4.0,9.0,6.0,15.0,3.0,2.0,0.0,7.0,15.0,14.0,2014
5324,Greivis Vasquez,1987-01-16,35,Maryland,Venezuela,78.0,217.0,6,2010,2016,2010,1,28,1610612761,TOR,Toronto,202349,296.0,725.0,133.0,351.0,50.0,66.0,22.0,194.0,216.0,302.0,46.0,10.0,119.0,177.0,775.0,2014
5325,Harrison Barnes,1992-05-30,30,North Carolina,USA,80.0,225.0,8,2012,2020,2012,1,7,1610612744,GSW,Golden State,203084,316.0,656.0,87.0,215.0,108.0,150.0,117.0,336.0,453.0,116.0,61.0,19.0,71.0,146.0,827.0,2014
5326,Hassan Whiteside,1989-06-13,32,Marshall,USA,84.0,265.0,8,2010,2020,2010,2,33,1610612763,MEM,Memphis,202355,243.0,387.0,0.0,0.0,78.0,156.0,145.0,337.0,482.0,6.0,27.0,123.0,58.0,129.0,564.0,2014
5327,Hedo Turkoglu,1979-03-19,43,Efes Pilsen,Turkey,82.0,220.0,14,2000,2014,2000,1,16,1610612746,LAC,Los Angeles,2045,83.0,188.0,60.0,139.0,6.0,11.0,5.0,94.0,99.0,37.0,19.0,7.0,29.0,66.0,232.0,2014
5328,Henry Sims,1990-03-27,32,Georgetown,USA,82.0,248.0,4,2012,2015,0,0,0,1610612755,PHI,Philadelphia,203156,238.0,502.0,4.0,22.0,106.0,137.0,121.0,238.0,359.0,79.0,39.0,30.0,99.0,135.0,586.0,2014
5329,Henry Walker,1987-10-09,34,Kansas State,USA,78.0,235.0,4,2008,2014,2008,2,47,1610612748,MIA,Miami,201611,58.0,168.0,45.0,132.0,14.0,18.0,7.0,75.0,82.0,29.0,24.0,9.0,24.0,76.0,175.0,2014
5330,Hollis Thompson,1991-04-03,31,Georgetown,USA,80.0,206.0,4,2013,2016,0,0,0,1610612755,PHI,Philadelphia,203138,224.0,543.0,115.0,287.0,63.0,89.0,53.0,145.0,198.0,85.0,57.0,26.0,66.0,141.0,626.0,2014
5331,Ian Clark,1991-03-07,31,Belmont,USA,75.0,175.0,6,2013,2018,0,0,0,1610612762,UTA,Utah,203546,19.0,55.0,10.0,30.0,9.0,9.0,4.0,12.0,16.0,12.0,9.0,3.0,9.0,20.0,57.0,2014
5332,Ian Mahinmi,1986-11-05,35,Pau Orthez,France,83.0,262.0,12,2007,2019,2005,1,28,1610612754,IND,Indiana,101133,117.0,212.0,0.0,0.0,31.0,102.0,105.0,251.0,356.0,33.0,30.0,46.0,59.0,172.0,265.0,2014
5333,Iman Shumpert,1990-06-26,31,Georgia Tech,USA,77.0,212.0,9,2011,2020,2011,1,17,1610612752,NYK,New York,202697,193.0,471.0,67.0,196.0,43.0,64.0,55.0,169.0,224.0,135.0,81.0,16.0,91.0,138.0,496.0,2014
5334,Isaiah Canaan,1991-05-21,31,Murray State,USA,72.0,200.0,5,2013,2018,2013,2,34,1610612745,HOU,Houston,203477,146.0,378.0,91.0,246.0,49.0,60.0,18.0,69.0,87.0,98.0,29.0,3.0,62.0,83.0,432.0,2014
5335,Isaiah Thomas,1989-02-07,33,Washington,USA,69.0,185.0,8,2011,2019,2011,2,60,1610612756,PHX,Phoenix,202738,335.0,796.0,129.0,346.0,302.0,348.0,33.0,120.0,153.0,284.0,57.0,5.0,143.0,150.0,1101.0,2014
5336,Ish Smith,1988-07-05,33,Wake Forest,USA,72.0,175.0,10,2010,2020,0,0,0,1610612760,OKC,Oklahoma City,202397,143.0,367.0,18.0,60.0,34.0,57.0,15.0,85.0,100.0,180.0,36.0,6.0,78.0,50.0,338.0,2014
5337,J.J. Barea,1984-06-26,37,Northeastern,Puerto Rico,70.0,180.0,14,2006,2019,0,0,0,1610612742,DAL,Dallas,200826,225.0,536.0,54.0,167.0,76.0,94.0,23.0,111.0,134.0,263.0,33.0,1.0,70.0,104.0,580.0,2014
5338,JJ Hickson,1988-09-04,33,North Carolina State,USA,81.0,242.0,8,2008,2015,2008,1,19,1610612743,DEN,Denver,201581,218.0,459.0,0.0,2.0,116.0,201.0,150.0,302.0,452.0,57.0,36.0,35.0,96.0,136.0,552.0,2014
5339,JJ Redick,1984-06-24,37,Duke,USA,75.0,200.0,14,2006,2020,2006,1,11,1610612746,LAC,Los Angeles,200755,447.0,938.0,200.0,458.0,183.0,203.0,22.0,145.0,167.0,137.0,39.0,8.0,95.0,134.0,1277.0,2014
5340,JR Smith,1985-09-09,36,No College,USA,78.0,220.0,16,2004,2019,2004,1,18,1610612752,NYK,New York,2747,315.0,755.0,163.0,426.0,54.0,72.0,30.0,188.0,218.0,195.0,82.0,22.0,97.0,163.0,847.0,2014
5341,JaKarr Sampson,1993-03-20,29,St. John's,USA,79.0,214.0,5,2014,2020,0,0,0,1610612755,PHI,Philadelphia,203960,146.0,346.0,31.0,127.0,63.0,94.0,35.0,128.0,163.0,77.0,38.0,26.0,76.0,135.0,386.0,2014
5342,JaMychal Green,1990-06-21,31,Alabama,USA,80.0,227.0,6,2014,2020,0,0,0,1610612759,SAS,San Antonio,203210,27.0,47.0,0.0,6.0,8.0,10.0,19.0,26.0,45.0,4.0,5.0,5.0,14.0,25.0,62.0,2014
5343,JaVale McGee,1988-01-19,34,Nevada-Reno,USA,84.0,270.0,12,2008,2020,2008,1,18,1610612743,DEN,Denver,201580,42.0,79.0,0.0,0.0,22.0,33.0,18.0,43.0,61.0,3.0,2.0,20.0,18.0,30.0,106.0,2014
5344,Jabari Brown,1992-12-18,29,Missouri,USA,77.0,214.0,1,2014,2014,0,0,0,1610612747,LAL,Los Angeles,203913,70.0,170.0,23.0,62.0,64.0,85.0,3.0,33.0,36.0,40.0,12.0,2.0,32.0,33.0,227.0,2014
5345,Jabari Parker,1995-03-15,27,Duke,USA,80.0,245.0,6,2014,2020,2014,1,2,1610612749,MIL,Milwaukee,203953,129.0,263.0,4.0,16.0,46.0,66.0,50.0,88.0,138.0,42.0,31.0,5.0,47.0,42.0,308.0,2014
5346,Jack Cooley,1991-04-12,31,Notre Dame,USA,82.0,274.0,1,2014,2017,0,0,0,1610612762,UTA,Utah,204022,9.0,22.0,0.0,0.0,9.0,21.0,10.0,15.0,25.0,1.0,6.0,3.0,3.0,23.0,27.0,2014
5347,Jae Crowder,1990-07-06,31,Marquette,USA,78.0,235.0,8,2012,2020,2012,2,34,1610612742,DAL,Dallas,203109,229.0,545.0,61.0,208.0,109.0,141.0,72.0,221.0,293.0,94.0,72.0,25.0,49.0,137.0,628.0,2014
