PLAYER_NAME,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
Viacheslav Kravtsov,1987-08-25,34,Donetsk,Ukraine,83.0,254.0,1,2012,2013,0,0,0
Jim Krebs,1935-09-08,86,Southern Methodist,USA,80.0,230.0,6,1957,1963,1957,1,3
Wayne Kreklow,1957-01-04,65,Drake,USA,76.0,175.0,0,1980,1980,1979,3,53
Tom Kron,1943-02-28,79,Kentucky,USA,77.0,200.0,2,1966,1968,1966,3,24
Tom Kropp,1953-02-12,69,Nebraska-Kearney,USA,75.0,205.0,1,1975,1976,1975,3,48
Nenad Krstic,1983-07-25,38,Partizan,Serbia,84.0,240.0,7,2004,2010,2002,1,24
Larry Krystkowiak,1964-09-23,57,Montana,USA,81.0,220.0,8,1986,1996,1986,2,28
Steve Kuberski,1947-11-06,74,Bradley,USA,80.0,215.0,8,1969,1977,1969,4,52
Bruce Kuczenski,1961-02-03,61,Connecticut,USA,82.0,230.0,0,1983,1983,1983,3,59
Frank Kudelka,1925-06-25,96,St. Mary's (CA),USA,74.0,193.0,3,1949,1952,0,0,0
John Kuester,1955-02-06,67,North Carolina,USA,74.0,180.0,2,1977,1979,1977,3,53
Ray Kuka,1922-02-17,100,Notre Dame,USA,75.0,200.0,1,1947,1948,0,0,0
Toni Kukoc,1968-09-18,53,Benetton Treviso,Croatia,83.0,235.0,12,1993,2005,1990,2,29
Kevin Kunnert,1951-11-11,70,Iowa,USA,84.0,230.0,8,1973,1981,1973,1,12
Mitch Kupchak,1954-05-24,68,North Carolina,USA,81.0,230.0,8,1976,1985,1976,1,13
Charles Kupec,1953-01-16,69,Michigan,USA,78.0,220.0,2,1975,1977,1975,4,56
Rodions Kurucs,1998-02-05,24,FC Barcelona,Latvia,81.0,228.0,2,2018,2020,2018,2,40
Rob Kurz,1985-03-05,37,Notre Dame,USA,81.0,232.0,1,2008,2009,0,0,0
Ibrahim Kutluay,1974-01-07,48,Ulkerspor,Turkey,78.0,200.0,0,2004,2004,0,0,0
Kyle Kuzma,1995-07-24,26,Utah,USA,82.0,221.0,3,2017,2020,2017,1,27
Ognjen Kuzmic,1990-05-16,32,Malaga,Serbia,84.0,260.0,1,2013,2014,2012,2,52
Mindaugas Kuzminskas,1989-10-19,32,Malaga,Lithuania,81.0,215.0,1,2016,2017,0,0,0
Fred LaCour,1938-02-07,84,San Francisco,USA,77.0,210.0,2,1960,1962,1960,3,22
Raef LaFrentz,1976-05-29,46,Kansas,USA,83.0,240.0,10,1998,2008,1998,1,3
Tom LaGarde,1955-02-10,67,North Carolina,USA,82.0,220.0,5,1977,1984,1977,1,9
Rusty LaRue,1973-12-10,48,Wake Forest,USA,75.0,185.0,4,1997,2003,0,0,0
Rudy LaRusso,1937-11-11,84,Dartmouth,USA,80.0,220.0,9,1959,1968,1959,2,10
Zach LaVine,1995-03-10,27,UCLA,USA,77.0,200.0,6,2014,2020,2014,1,13
Skal Labissiere,1996-03-18,26,Kentucky,Haiti,82.0,235.0,4,2016,2019,2016,1,28
Sam Lacey,1948-03-28,74,New Mexico State,USA,82.0,235.0,12,1970,1982,1970,1,5
Christian Laettner,1969-08-17,52,Duke,USA,83.0,245.0,13,1992,2004,1992,1,3
Oliver Lafayette,1984-05-06,38,Houston,USA,74.0,190.0,1,2009,2009,0,0,0
Bill Laimbeer,1957-05-19,65,Notre Dame,USA,83.0,245.0,13,1980,1993,1979,3,65
Pete Lalich,1920-06-23,101,Ohio,USA,74.0,190.0,0,1946,1946,0,0,0
Bo Lamar,1951-04-07,71,Louisiana-Lafayette,USA,73.0,180.0,0,1976,1976,1973,3,44
Doron Lamb,1991-11-06,30,Kentucky,USA,76.0,200.0,1,2012,2013,2012,2,42
Jeremy Lamb,1992-05-30,30,Connecticut,USA,77.0,180.0,8,2012,2020,2012,1,12
John Lambert,1953-01-14,69,Southern California,USA,82.0,225.0,6,1975,1981,1975,1,15
Jeff Lamp,1959-03-09,63,Virginia,USA,78.0,195.0,5,1981,1988,1981,1,15
Maciej Lampe,1985-02-05,37,Real Madrid,Poland,83.0,275.0,2,2003,2005,2003,2,30
Jim Lampley,1960-07-02,61,Arkansas-Little Rock,USA,82.0,230.0,0,1986,1986,1983,5,102
Sean Lampley,1979-09-03,42,California,USA,78.0,213.0,1,2002,2003,2001,2,44
Carl Landry,1983-09-19,38,Purdue,USA,81.0,248.0,9,2007,2015,2007,2,31
Marcus Landry,1985-11-01,36,Wisconsin,USA,79.0,230.0,1,2009,2009,0,0,0
Mark Landsberger,1955-05-21,67,Arizona State,USA,80.0,215.0,6,1977,1983,1977,2,35
Jerome Lane,1966-12-04,55,Pittsburgh,USA,78.0,230.0,4,1988,1992,1988,1,23
Andrew Lang,1966-06-28,55,Arkansas,USA,83.0,275.0,11,1988,1999,1988,2,28
Antonio Lang,1972-05-15,50,Duke,USA,80.0,205.0,5,1994,1999,1994,2,29
James Lang,1983-10-17,38,Central Park Christian HS (AL),USA,82.0,305.0,0,2006,2006,2003,2,48
Trajan Langdon,1976-05-13,46,Duke,USA,78.07063365886896,211.14685155717208,3,1999,2008,1999,1,11
Keith Langford,1983-09-15,38,Kansas,USA,76.0,215.0,0,2007,2007,0,0,0
Romeo Langford,1999-10-25,22,Indiana,USA,76.0,216.0,1,2019,2020,2019,1,14
Dan Langhi,1977-11-28,44,Vanderbilt,USA,83.0,220.0,3,2000,2003,2000,2,31
Bob Lanier,1948-09-10,73,St. Bonaventure,USA,83.0,250.0,13,1970,1983,1970,1,1
Stu Lantz,1946-07-13,75,Nebraska,USA,75.0,175.0,7,1968,1975,1968,3,23
Nicolas Laprovittola,1990-01-31,32,Estudiantes,Argentina,76.0,180.0,0,2016,2016,0,0,0
York Larese,1938-07-18,83,North Carolina,USA,76.0,183.0,0,1961,1961,1961,2,20
Shane Larkin,1992-10-02,29,Miami,USA,71.0,175.0,3,2013,2017,2013,1,18
John Laskowski,1953-06-07,68,Indiana,USA,78.0,185.0,1,1975,1976,1975,2,32
Stephane Lasme,1982-12-17,39,Massachusetts,Gabon,80.0,215.0,1,2007,2007,2007,2,46
Dave Lattin,1943-12-23,78,Texas-El Paso,USA,78.0,225.0,1,1967,1968,1967,1,10
Priest Lauderdale,1973-08-31,48,Peristeri,USA,88.0,325.0,1,1996,1997,1996,1,28
Rich Laurel,1954-07-11,67,Hofstra,USA,78.0,190.0,0,1977,1977,1977,1,19
Walt Lautenbach,1922-11-17,99,Wisconsin,USA,74.0,185.0,0,1949,1949,0,0,0
Joffrey Lauvergne,1991-09-30,30,No School,France,83.0,260.0,4,2014,2017,2013,2,55
Tony Lavelli,1926-07-11,95,Yale,USA,75.0,185.0,1,1949,1950,1949,1,4
Bob Lavoy,1926-06-29,95,Western Kentucky,USA,79.0,185.0,3,1950,1953,1950,1,8
Acie Law,1985-01-25,37,Texas A&M,USA,75.0,202.0,4,2007,2010,2007,1,11
Vic Law,1995-12-19,26,Northwestern,USA,79.0,201.0,1,2019,2019,0,0,0
Gani Lawal,1988-11-07,33,Georgia Tech,USA,81.0,234.0,1,2010,2010,2010,2,46
Ed Lawrence,1952-12-08,69,McNeese State,USA,83.0,228.0,0,1980,1980,1976,5,84
Jason Lawson,1974-09-02,47,Villanova,USA,83.0,240.0,1,1997,2002,1997,2,41
Ty Lawson,1987-11-03,34,North Carolina,USA,71.0,195.0,9,2009,2017,2009,1,18
Jake Layman,1994-03-07,28,Maryland,USA,80.0,209.0,4,2016,2020,2016,2,47
Dennis Layton,1948-12-24,73,Southern California,USA,73.0,180.0,4,1971,1977,1971,3,48
Caris LeVert,1994-08-25,27,Michigan,USA,78.0,205.0,4,2016,2020,2016,1,20
T.J. Leaf,1997-04-30,25,UCLA,USA,82.0,222.0,3,2017,2019,2017,1,18
Emanuel Leaks,1945-11-27,76,Niagara,USA,80.0,225.0,1,1972,1973,1968,2,20
Hal Lear,1935-01-31,87,Temple,USA,71.0,163.0,0,1956,1956,1956,1,7
Allen Leavell,1957-05-27,65,Oklahoma City,USA,73.0,170.0,9,1979,1988,1979,5,104
Jeff Lebo,1966-10-05,55,North Carolina,USA,74.0,180.0,0,1989,1989,0,0,0
Eric Leckner,1966-05-27,56,Wyoming,USA,83.0,265.0,7,1988,1996,1988,1,17
Jalen Lecque,2000-06-13,21,Brewster Academy (NH),USA,76.0,185.0,1,2019,2020,0,0,0
Ricky Ledo,1992-09-10,29,Providence,USA,79.0,195.0,1,2013,2014,2013,2,43
Butch Lee,1956-12-05,65,Marquette,USA,72.0,185.0,1,1978,1979,1978,1,10
Clyde Lee,1944-03-14,78,Vanderbilt,USA,82.0,205.0,9,1966,1975,1966,1,3
Courtney Lee,1985-10-03,36,Western Kentucky,USA,77.0,215.0,12,2008,2019,2008,1,22
Damion Lee,1992-10-21,29,Louisville,USA,77.0,210.0,3,2017,2020,0,0,0
David Lee,1983-04-29,39,Florida,USA,81.0,245.0,12,2005,2016,2005,1,30
Doug Lee,1964-10-24,57,Purdue,USA,77.0,200.0,2,1991,1994,1987,2,35
George Lee,1936-11-23,85,Michigan,USA,76.0,200.0,6,1960,1967,1959,4,24
Greg Lee,1951-12-12,70,UCLA,USA,75.0,190.0,0,1975,1975,1974,7,115
Keith Lee,1962-12-28,59,Memphis,USA,82.0,215.0,2,1985,1988,1985,1,11
Kurk Lee,1967-06-03,54,Towson,USA,75.0,190.0,0,1990,1990,0,0,0
Malcolm Lee,1990-05-22,32,UCLA,USA,77.0,200.0,2,2011,2014,2011,2,43
Rock Lee,1955-05-01,67,San Diego State,USA,82.0,220.0,0,1981,1981,0,0,0
Ron Lee,1952-11-02,69,Oregon,USA,75.0,193.0,5,1976,1981,1976,1,10
Russell Lee,1950-01-27,72,Marshall,USA,77.0,185.0,2,1972,1974,1972,1,6
Hank Lefkowitz,1923-08-31,98,Case Western Reserve,USA,74.0,190.0,0,1946,1946,0,0,0
Tim Legler,1966-12-26,55,La Salle,USA,76.0,200.0,9,1989,1999,0,0,0
George Lehmann,1942-05-01,80,Campbell,USA,72.0,180.0,1,1967,1968,0,0,0
Walt Lemon Jr.,1992-07-26,29,Bradley,USA,75.0,180.0,2,2017,2018,0,0,0
Alex Len,1993-06-16,28,Maryland,Ukraine,84.0,250.0,7,2013,2020,2013,1,5
Voshon Lenard,1973-05-14,49,Minnesota,USA,76.0,215.0,10,1995,2005,1994,2,46
Bob Leonard,1932-07-17,89,Indiana,USA,75.0,185.0,6,1956,1962,1954,2,10
Gary Leonard,1967-02-16,55,Missouri,USA,85.0,250.0,2,1989,1991,1989,2,34
Kawhi Leonard,1991-06-29,30,San Diego State,USA,79.0,225.0,9,2011,2020,2011,1,15
Meyers Leonard,1992-02-27,30,Illinois,USA,84.0,260.0,8,2012,2020,2012,1,11
Jim Les,1963-08-18,58,Bradley,USA,71.0,165.0,6,1988,1994,1986,3,70
Travis Leslie,1990-03-29,32,Georgia,USA,78.07063365886896,211.14685155717208,1,2011,2017,2011,2,47
Ronnie Lester,1959-01-01,63,Iowa,USA,74.0,175.0,5,1980,1985,1980,1,10
Clifford Lett,1965-12-23,56,Florida,USA,75.0,170.0,1,1989,1990,0,0,0
Jon Leuer,1989-05-14,33,Wisconsin,USA,82.0,228.0,8,2011,2018,2011,2,40
Andrew Levane,1920-04-11,102,St. John's,USA,74.0,190.0,2,1948,1952,0,0,0
Lafayette Lever,1960-08-18,61,Arizona State,USA,75.0,170.0,10,1982,1993,1982,1,11
Cliff Levingston,1961-01-04,61,Wichita State,USA,80.0,210.0,10,1982,1994,1982,1,9
Bobby Lewis,1945-03-20,77,North Carolina,USA,75.0,175.0,3,1967,1970,1967,4,39
Cedric Lewis,1969-09-24,52,Maryland,USA,82.0,235.0,0,1995,1995,0,0,0
Fred Lewis,1921-01-06,101,Eastern Kentucky,USA,74.0,195.0,1,1948,1949,0,0,0
Freddie Lewis,1943-07-01,78,Arizona State,USA,72.0,175.0,1,1966,1976,1966,10,88
Grady Lewis,1917-03-25,105,Oklahoma,USA,79.0,215.0,2,1946,1948,0,0,0
Martin Lewis,1975-04-28,47,Seward County CC,USA,78.0,225.0,1,1995,1996,1995,2,50
Quincy Lewis,1977-06-26,44,Minnesota,USA,79.0,215.0,3,1999,2003,1999,1,19
Ralph Lewis,1963-03-28,59,La Salle,USA,78.0,200.0,2,1987,1989,1985,6,139
Rashard Lewis,1979-08-08,42,Elsik HS (TX),USA,82.0,235.0,15,1998,2013,1998,2,32
Reggie Lewis,1965-11-21,56,Northeastern,USA,79.0,195.0,5,1987,1992,1987,1,22
Marcus Liberty,1968-10-27,53,Illinois,USA,80.0,205.0,3,1990,1993,1990,2,42
Todd Lichti,1967-01-08,55,Stanford,USA,76.0,205.0,4,1989,1993,1989,1,15
DeAndre Liggins,1988-03-31,34,Kentucky,USA,78.0,209.0,5,2011,2017,2011,2,53
Bill Ligon,1952-05-19,70,Vanderbilt,USA,76.0,180.0,0,1974,1974,1974,10,175
Damian Lillard,1990-07-15,31,Weber State,USA,74.0,195.0,8,2012,2020,2012,1,6
Jeremy Lin,1988-08-23,33,Harvard,USA,75.0,200.0,9,2010,2018,0,0,0
Steve Lingenfelter,1958-06-10,63,South Dakota State,USA,81.0,225.0,1,1982,1983,1981,2,44
Alton Lister,1958-10-01,63,Arizona State,USA,84.0,245.0,15,1981,1997,1981,1,21
Nassir Little,2000-02-11,22,North Carolina,USA,77.0,220.0,1,2019,2020,2019,1,25
Randy Livingston,1975-04-02,47,Louisiana State,USA,76.0,209.0,10,1996,2006,1996,2,42
Shaun Livingston,1985-09-11,36,No College,USA,79.0,192.0,15,2004,2018,2004,1,4
Ron Livingstone,1925-10-09,96,Wyoming,USA,82.0,220.0,1,1949,1950,1949,1,6
Horacio Llamas,1973-07-17,48,Grand Canyon,USA,83.0,285.0,2,1996,2002,0,0,0
Lewis Lloyd,1959-02-22,63,Drake,USA,78.0,205.0,6,1981,1989,1981,4,76
Scott Lloyd,1952-12-19,69,Arizona State,USA,82.0,230.0,5,1976,1982,1976,2,24
Bob Lochmueller,1927-06-05,94,Louisville,USA,77.0,185.0,0,1952,1952,1952,1,7
Robert Lock,1966-05-22,56,Kentucky,USA,81.0,225.0,0,1988,1988,1988,3,51
Darrell Lockhart,1960-09-14,61,Auburn,USA,81.0,245.0,0,1983,1983,1983,2,35
Ian Lockhart,1967-06-25,54,Tennessee,USA,80.0,240.0,0,1990,1990,0,0,0
Kevin Loder,1959-03-15,63,Alabama State,USA,78.0,205.0,2,1981,1983,1981,1,17
Don Lofgran,1928-11-18,93,San Francisco,USA,77.0,200.0,3,1950,1953,1950,1,11
Zach Lofton,1992-11-18,29,New Mexico State,USA,76.0,180.0,0,2018,2018,0,0,0
Johnny Logan,1921-01-01,101,Indiana,USA,74.0,175.0,4,1946,1950,0,0,0
Brad Lohaus,1964-09-29,57,Iowa,USA,83.0,230.0,10,1987,1997,1987,2,45
Art Long,1972-10-01,49,Cincinnati,USA,81.0,250.0,3,2000,2002,0,0,0
Grant Long,1966-03-12,56,Eastern Michigan,USA,81.0,240.0,15,1988,2002,1988,2,33
John Long,1956-08-28,65,Detroit,USA,77.0,200.0,13,1978,1996,1978,2,29
Paul Long,1944-02-08,78,Wake Forest,USA,74.0,180.0,2,1967,1970,1967,5,45
Shawn Long,1993-01-29,29,Louisiana-Lafayette,USA,81.0,255.0,1,2016,2016,0,0,0
Luc Longley,1969-01-19,53,New Mexico,USA,78.07063365886896,211.14685155717208,9,1991,2000,1991,1,7
Kevon Looney,1996-02-06,26,UCLA,USA,81.0,222.0,5,2015,2020,2015,1,30
Brook Lopez,1988-04-01,34,Stanford,USA,84.0,282.0,12,2008,2020,2008,1,10
Felipe Lopez,1974-12-19,47,St. John's,Dominican Republic,77.0,195.0,4,1998,2002,1998,1,24
Raul Lopez,1980-04-15,42,Real Madrid,Spain,72.0,175.0,2,2002,2004,2001,1,24
Robin Lopez,1988-04-01,34,Stanford,USA,84.0,281.0,12,2008,2020,2008,1,15
Ryan Lorthridge,1972-07-27,49,Jackson State,USA,76.0,190.0,0,1994,1994,0,0,0
Jim Loscutoff,1930-02-04,92,Oregon,USA,77.0,220.0,8,1955,1963,1955,1,3
Plummer Lott,1945-12-11,76,Seattle,USA,77.0,210.0,1,1967,1968,1967,5,54
Kevin Loughery,1940-03-28,82,St. John's,USA,75.0,190.0,10,1962,1972,1962,2,11
Bob Love,1942-12-08,79,Southern,USA,80.0,215.0,10,1966,1976,1965,4,33
Kevin Love,1988-09-07,33,UCLA,USA,80.0,251.0,12,2008,2020,2008,1,5
Stan Love,1949-04-09,73,Oregon,USA,81.0,215.0,3,1971,1974,1971,1,9
Clyde Lovellette,1929-09-07,92,Kansas,USA,81.0,234.0,10,1953,1963,1952,1,9
Sidney Lowe,1960-01-21,62,North Carolina State,USA,72.0,195.0,3,1983,1989,1983,2,25
Chuck Lowery,1949-11-12,72,Puget Sound,USA,75.0,185.0,0,1971,1971,1971,8,125
Kyle Lowry,1986-03-25,36,Villanova,USA,72.0,196.0,14,2006,2020,2006,1,24
Jordan Loyd,1993-07-27,28,Indianapolis,USA,76.0,210.0,1,2018,2018,0,0,0
Al Lucas,1922-07-04,99,Fordham,USA,75.0,195.0,0,1948,1948,0,0,0
John Lucas,1953-10-31,68,Maryland,USA,75.0,175.0,13,1976,1989,1976,1,1
Kalin Lucas,1989-05-24,33,Michigan State,USA,73.0,195.0,2,2014,2018,0,0,0
Maurice Lucas,1952-02-18,70,Marquette,USA,81.0,215.0,11,1976,1987,1974,1,14
John Lucas III,1982-11-21,39,Oklahoma State,USA,71.0,166.0,7,2005,2016,0,0,0
Ted Luckenbill,1939-07-27,82,Houston,USA,78.0,205.0,1,1961,1962,1961,2,15
Tyronn Lue,1977-05-03,45,Nebraska,USA,72.0,175.0,11,1998,2008,1998,1,23
Jim Luisi,1928-11-02,93,St. Francis (NY),USA,74.0,180.0,0,1953,1953,1951,6,56
Al Lujack,1921-10-05,100,Georgetown,USA,75.0,220.0,0,1946,1946,0,0,0
Phil Lumpkin,1951-12-20,70,Miami (Ohio),USA,72.0,165.0,1,1974,1975,1974,2,34
Timothe Luwawu-Cabarrot,1995-05-09,27,Mega Basket,France,79.0,220.0,4,2016,2020,2016,1,24
Tyler Lydon,1996-04-09,26,Syracuse,USA,82.0,225.0,2,2017,2018,2017,1,24
Trey Lyles,1995-11-05,26,Kentucky,Canada,81.0,234.0,5,2015,2020,2015,1,12
George Lynch,1970-09-03,51,North Carolina,USA,80.0,235.0,12,1993,2004,1993,1,12
Kevin Lynch,1968-12-24,53,Minnesota,USA,77.0,195.0,1,1991,1992,1991,2,28
Mike Lynn,1945-11-25,76,UCLA,USA,79.0,215.0,1,1969,1970,1968,4,39
Todd MacCulloch,1976-01-27,46,Washington,Canada,84.0,280.0,4,1999,2003,1999,2,47
Don MacLean,1970-01-16,52,UCLA,USA,78.07063365886896,211.14685155717208,8,1992,2000,1992,1,19
Mike Macaluso,1951-07-20,70,Canisius,USA,77.0,210.0,0,1973,1973,1973,6,88
Scott Machado,1990-06-08,31,Iona,USA,73.0,205.0,1,2012,2018,0,0,0
Arvydas Macijauskas,1980-01-19,42,Tau Ceramica,Lithuania,76.0,214.0,0,2005,2005,0,0,0
Ollie Mack,1957-06-06,64,East Carolina,USA,75.0,185.0,2,1979,1981,1979,2,25
Sam Mack,1970-05-26,52,Houston,USA,78.07063365886896,211.14685155717208,6,1992,2001,0,0,0
Shelvin Mack,1990-04-22,32,Butler,USA,75.0,203.0,8,2011,2018,2011,2,34
Malcolm Mackey,1970-07-11,51,Georgia Tech,USA,81.0,248.0,0,1993,1993,1993,1,27
Rudy Macklin,1958-02-19,64,Louisiana State,USA,79.0,205.0,2,1981,1983,1981,3,52
Vernon Macklin,1986-09-25,35,Florida,USA,82.0,227.0,1,2011,2011,2011,2,52
Daryl Macon,1995-11-29,26,Arkansas,USA,74.0,185.0,1,2018,2019,0,0,0
Mark Macon,1969-04-14,53,Temple,USA,76.0,185.0,5,1991,1998,1991,1,8
J.P. Macura,1995-06-05,26,Xavier,USA,76.0,203.0,1,2018,2019,0,0,0
Kyle Macy,1957-04-09,65,Kentucky,USA,75.0,175.0,6,1980,1986,1979,1,22
Jack Maddox,1921-12-10,100,West Texas A&M,USA,74.0,185.0,0,1948,1948,0,0,0
Tito Maddox,1981-06-08,40,Fresno State,USA,76.0,190.0,1,2002,2002,2002,2,37
Gerald Madkins,1969-04-18,53,UCLA,USA,76.0,200.0,2,1993,1997,0,0,0
Mark Madsen,1976-01-28,46,Stanford,USA,81.0,255.0,9,2000,2008,2000,1,29
Josh Magette,1989-11-28,32,Alabama Huntsville,USA,73.0,160.0,1,2017,2019,0,0,0
Corey Maggette,1979-11-12,42,Duke,USA,78.0,225.0,14,1999,2012,1999,1,13
Dave Magley,1959-11-24,62,Kansas,USA,80.0,202.0,0,1982,1982,1982,2,28
Jamaal Magloire,1978-05-21,44,Kentucky,Canada,83.0,265.0,12,2000,2011,2000,1,19
Ian Mahinmi,1986-11-05,35,Pau Orthez,France,83.0,262.0,12,2007,2019,2005,1,28
John Mahnken,1922-06-16,99,Georgetown,USA,80.0,220.0,6,1946,1952,0,0,0
Rick Mahorn,1958-09-21,63,Hampton,USA,82.0,260.0,17,1980,1998,1980,2,35
Dan Majerle,1965-09-09,56,Central Michigan,USA,78.0,222.0,13,1988,2001,1988,1,14
Renaldo Major,1982-05-07,40,Fresno State,USA,79.0,190.0,1,2006,2006,0,0,0
Thon Maker,1997-02-25,25, ,South Sudan,84.0,221.0,4,2016,2020,2016,1,10
Lionel Malamed,1924-11-15,97,City College of New York,USA,69.0,150.0,0,1948,1948,0,0,0
Jeff Malone,1961-06-28,60,Mississippi State,USA,76.0,205.0,12,1983,1995,1983,1,10
Karl Malone,1963-07-24,58,Louisiana Tech,USA,81.0,259.0,19,1985,2003,1985,1,13
Moses Malone,1955-03-23,67,Petersburg HS (VA),USA,82.0,215.0,18,1976,1994,0,0,0
Matt Maloney,1971-12-06,50,Pennsylvania,USA,78.07063365886896,211.14685155717208,5,1996,2002,0,0,0
Steve Malovic,1956-07-21,65,San Diego State,USA,82.0,230.0,0,1979,1979,1978,7,149
Ted Manakas,1951-02-22,71,Princeton,USA,74.0,180.0,0,1973,1973,1973,3,36
Frank Mangiapane,1925-08-25,96,New York University,USA,70.0,195.0,0,1946,1946,0,0,0
Marcus Mann,1973-12-19,48,Mississippi Valley State,USA,80.0,245.0,0,1996,1997,1996,2,40
Terance Mann,1996-10-18,25,Florida State,USA,77.0,215.0,1,2019,2020,2019,2,48
Danny Manning,1966-05-17,56,Kansas,USA,82.0,234.0,15,1988,2002,1988,1,1
Ed Manning,1944-01-02,78,Jackson State,USA,79.0,210.0,3,1967,1970,1967,8,80
Richard Manning,1970-06-23,51,Washington,USA,83.0,245.0,1,1995,1996,1993,2,40
Pace Mannion,1960-09-22,61,Utah,USA,79.0,190.0,5,1983,1988,1983,2,43
Nick Mantis,1935-12-07,86,Northwestern,USA,75.0,190.0,1,1959,1962,1959,5,37
Pete Maravich,1947-06-22,74,Louisiana State,USA,77.0,197.0,9,1970,1979,1970,1,3
Peter Maravich,1920-08-20,101,Davis & Elkins,USA,72.0,185.0,0,1946,1946,0,0,0
Devyn Marble,1992-09-21,29,Iowa,USA,78.0,200.0,2,2014,2015,2014,2,56
Roy Marble,1966-12-13,55,Iowa,USA,78.0,190.0,1,1989,1993,1989,1,23
Stephon Marbury,1977-02-20,45,Georgia Tech,USA,74.0,205.0,13,1996,2008,1996,1,4
Sarunas Marciulionis,1964-06-13,57,Statyba,Lithuania,77.0,200.0,6,1989,1996,1987,6,127
Jack Marin,1944-10-12,77,Duke,USA,78.0,200.0,10,1966,1976,1966,1,5
Shawn Marion,1978-05-07,44,UNLV,USA,79.0,228.0,15,1999,2014,1999,1,9
Boban Marjanovic,1988-08-15,33,Crvena zvezda,Serbia,88.0,290.0,5,2015,2020,0,0,0
Lauri Markkanen,1997-05-22,25,Arizona,Finland,84.0,240.0,3,2017,2020,2017,1,7
Damir Markota,1985-12-26,36,Cibona,Croatia,82.0,225.0,0,2006,2006,2006,2,59
Sean Marks,1975-08-23,46,California,New Zealand,82.0,250.0,10,1998,2010,1998,2,44
Harvey Marlatt,1948-08-26,73,Eastern Michigan,USA,75.0,185.0,2,1970,1972,0,0,0
Eric Marsh,1954-03-10,68,Manhattan,USA,75.0,200.0,0,1977,1977,1977,8,165
Jim Marsh,1946-04-26,76,Southern California,USA,79.0,215.0,0,1971,1971,1968,11,136
Donny Marshall,1972-07-17,49,Connecticut,USA,79.0,230.0,5,1995,2002,1995,2,39
Donyell Marshall,1973-05-18,49,Connecticut,USA,81.0,245.0,15,1994,2008,1994,1,4
Kendall Marshall,1991-08-19,30,North Carolina,USA,76.0,200.0,4,2012,2015,2012,1,13
Rawle Marshall,1982-02-20,40,Oakland,USA,79.0,190.0,2,2005,2006,0,0,0
Tom Marshall,1931-01-06,91,Western Kentucky,USA,76.0,215.0,3,1954,1958,1954,1,7
Vester Marshall,1948-12-22,73,Oklahoma,USA,79.0,200.0,0,1973,1973,0,0,0
Bill Martin,1962-08-16,59,Georgetown,USA,79.0,205.0,2,1985,1987,1985,2,26
Bob Martin,1969-10-07,52,Minnesota,USA,84.0,250.0,1,1993,1994,0,0,0
Brian Martin,1962-08-18,59,Kansas,USA,81.0,212.0,0,1985,1985,1984,9,185
Caleb Martin,1995-09-28,26,Nevada-Reno,USA,77.0,205.0,1,2019,2020,0,0,0
Cartier Martin,1984-11-20,37,Kansas State,USA,79.0,220.0,7,2008,2014,0,0,0
Cody Martin,1995-09-28,26,Nevada-Reno,USA,77.0,205.0,1,2019,2020,2019,2,36
Cuonzo Martin,1971-09-23,50,Purdue,USA,77.0,213.0,1,1995,1996,1995,2,57
Darrick Martin,1971-03-06,51,UCLA,USA,71.0,170.0,12,1994,2007,0,0,0
Don Martin,1920-02-07,102,Central Missouri,USA,79.0,210.0,2,1946,1948,0,0,0
Donald Martin,1920-05-25,102,Georgetown,USA,68.0,160.0,1,1946,1947,0,0,0
Fernando Martin,1962-03-25,60,Real Madrid,Spain,81.0,220.0,0,1986,1986,1985,2,38
Jarell Martin,1994-05-24,28,Louisiana State,USA,82.0,239.0,4,2015,2018,2015,1,25
Jeff Martin,1967-01-14,55,Murray State,USA,77.0,195.0,1,1989,1990,1989,2,31
Jeremiah Martin,1996-06-19,25,Memphis,USA,74.0,185.0,1,2019,2019,0,0,0
Kelan Martin,1995-08-03,26,Butler,USA,77.0,230.0,1,2019,2020,0,0,0
Kenyon Martin,1977-12-30,44,Cincinnati,USA,81.0,225.0,14,2000,2014,2000,1,1
Kevin Martin,1983-02-01,39,Western Carolina,USA,79.0,199.0,12,2004,2015,2004,1,26
Larue Martin,1950-03-30,72,Loyola-Chicago,USA,83.0,208.0,3,1972,1975,1972,1,1
Mo Martin,1964-07-02,57,St. Joseph's (PA),USA,78.0,200.0,1,1986,1987,1986,1,16
Phil Martin,1928-04-02,94,Toledo,USA,75.0,190.0,0,1954,1954,1954,4,29
Ronald Martin,1939-04-11,83,St. Bonaventure,USA,74.0,185.0,0,1961,1961,1961,2,10
Slater Martin,1925-10-22,96,Texas,USA,70.0,170.0,10,1949,1959,0,0,0
Jamal Mashburn,1972-11-29,49,Kentucky,USA,80.0,247.0,11,1993,2003,1993,1,4
Al Masino,1928-02-05,94,Canisius,USA,70.0,174.0,1,1952,1953,0,0,0
Anthony Mason,1966-12-14,55,Tennessee State,USA,80.0,255.0,13,1989,2002,1988,3,53
Desmond Mason,1977-10-11,44,Oklahoma State,USA,77.0,222.0,9,2000,2009,2000,1,17
